n,m,q,r,prior,metric,bits,label,assumptions,model,effective_dimension,candidate_capacity_bits,delta_log2_radius,radius_ratio,baseline_beta,continuous_new_beta,predicted_delta_beta_continuous,integer_new_beta,predicted_delta_beta_integer,capacity_label,predicted_log2_work_gain,work_model_label
64,64,97,2,uniform_ternary,hard_support_selectivity,10.029900682931943,HEURISTIC ESTIMATOR,candidate residual is independent of dense H and uniform in the relevant mod-q image,sieve_dimension_proxy,50.0,10.029900682931943,0.20059801365863886,1.149174602352051,60.0,40.0,20.0,40.0,20.0,RANK_ONLY_REFERENCE,5.79,HEURISTIC ESTIMATOR / beta-cost proxy
64,64,97,2,uniform_ternary,same_second_moment_entropy_proxy,0.16965183409890683,INFORMATION_DIAGNOSTIC,same second moment only; q=97 does not turn this into an attack theorem,,,,,,,,,,,,,
64,64,97,2,cbd2,support_selectivity,8.55596949459953,INFORMATION_DIAGNOSTIC,"support-only diagnostic, not weighted CBD likelihood",,,,,,,,,,,,,
64,64,97,2,cbd2,shannon_deficit,9.138547559915123,INFORMATION_DIAGNOSTIC,coordinatewise entropy diagnostic,,,,,,,,,,,,,
64,64,97,2,cbd2,renyi2_separation,9.458391718264188,INFORMATION_DIAGNOSTIC,coordinatewise collision-entropy diagnostic,,,,,,,,,,,,,
64,64,97,2,cbd3,support_selectivity,7.585115840259047,INFORMATION_DIAGNOSTIC,"support-only diagnostic, not weighted CBD likelihood",,,,,,,,,,,,,
64,64,97,2,cbd3,shannon_deficit,8.533101614832276,INFORMATION_DIAGNOSTIC,coordinatewise entropy diagnostic,,,,,,,,,,,,,
64,64,97,2,cbd3,renyi2_separation,8.90332376720637,INFORMATION_DIAGNOSTIC,coordinatewise collision-entropy diagnostic,,,,,,,,,,,,,
64,64,97,2,"fixed_weight(+8,-8)",global_combinatorial_deficit,359.94726602472696,INFORMATION_DIAGNOSTIC,full-n exact multinomial count; not assigned wholesale to r hints,,,,,,,,,,,,,
64,64,97,2,"fixed_weight(+8,-8)",exact_residual_profile,13.199825684374256,HEURISTIC ESTIMATOR,uniform q-ary pivot image and the stated residual plus/minus counts,lattice_dimension,129.0,13.199825684374256,0.10232423011142834,1.0735015171442754,60.0,50.87582964060799,9.12417035939201,51.0,9.0,RANK_ONLY_REFERENCE,2.578,HEURISTIC ESTIMATOR / beta-cost proxy
64,64,97,2,"fixed_weight(+8,-8)",exact_residual_profile,13.199825684374256,HEURISTIC ESTIMATOR,uniform q-ary pivot image and the stated residual plus/minus counts,bkz_beta,60.0,13.199825684374256,0.21999709473957094,1.1647312409616812,60.0,40.0,20.0,40.0,20.0,RANK_ONLY_REFERENCE,5.79,HEURISTIC ESTIMATOR / beta-cost proxy
64,64,97,2,"fixed_weight(+8,-8)",exact_residual_profile,13.199825684374256,HEURISTIC ESTIMATOR,uniform q-ary pivot image and the stated residual plus/minus counts,sieve_dimension_proxy,50.0,13.199825684374256,0.2639965136874851,1.2008005257139818,60.0,40.0,20.0,40.0,20.0,RANK_ONLY_REFERENCE,5.79,HEURISTIC ESTIMATOR / beta-cost proxy
64,64,97,3,uniform_ternary,hard_support_selectivity,15.044851024397914,HEURISTIC ESTIMATOR,candidate residual is independent of dense H and uniform in the relevant mod-q image,lattice_dimension,129.0,15.044851024397914,0.11662675212711561,1.0841968737904308,60.0,49.52745983086423,10.472540169135769,50.0,10.0,RANK_ONLY_REFERENCE,2.87,HEURISTIC ESTIMATOR / beta-cost proxy
64,64,97,3,uniform_ternary,hard_support_selectivity,15.044851024397914,HEURISTIC ESTIMATOR,candidate residual is independent of dense H and uniform in the relevant mod-q image,bkz_beta,60.0,15.044851024397914,0.25074751707329856,1.1898234496662503,60.0,40.0,20.0,40.0,20.0,RANK_ONLY_REFERENCE,5.79,HEURISTIC ESTIMATOR / beta-cost proxy
64,64,97,3,uniform_ternary,hard_support_selectivity,15.044851024397914,HEURISTIC ESTIMATOR,candidate residual is independent of dense H and uniform in the relevant mod-q image,sieve_dimension_proxy,50.0,15.044851024397914,0.3008970204879583,1.231910136612992,60.0,40.0,20.0,40.0,20.0,RANK_ONLY_REFERENCE,5.79,HEURISTIC ESTIMATOR / beta-cost proxy
64,64,97,3,uniform_ternary,same_second_moment_entropy_proxy,0.16965183409890683,INFORMATION_DIAGNOSTIC,same second moment only; q=97 does not turn this into an attack theorem,,,,,,,,,,,,,
64,64,97,3,cbd2,support_selectivity,12.833954241899296,INFORMATION_DIAGNOSTIC,"support-only diagnostic, not weighted CBD likelihood",,,,,,,,,,,,,
64,64,97,3,cbd2,shannon_deficit,13.707821339872684,INFORMATION_DIAGNOSTIC,coordinatewise entropy diagnostic,,,,,,,,,,,,,
64,64,97,3,cbd2,renyi2_separation,14.187587577396283,INFORMATION_DIAGNOSTIC,coordinatewise collision-entropy diagnostic,,,,,,,,,,,,,
64,64,97,3,cbd3,support_selectivity,11.377673760388571,INFORMATION_DIAGNOSTIC,"support-only diagnostic, not weighted CBD likelihood",,,,,,,,,,,,,
64,64,97,3,cbd3,shannon_deficit,12.799652422248414,INFORMATION_DIAGNOSTIC,coordinatewise entropy diagnostic,,,,,,,,,,,,,
64,64,97,3,cbd3,renyi2_separation,13.354985650809555,INFORMATION_DIAGNOSTIC,coordinatewise collision-entropy diagnostic,,,,,,,,,,,,,
64,64,97,3,"fixed_weight(+8,-8)",global_combinatorial_deficit,359.94726602472696,INFORMATION_DIAGNOSTIC,full-n exact multinomial count; not assigned wholesale to r hints,,,,,,,,,,,,,
64,64,97,3,"fixed_weight(+8,-8)",exact_residual_profile,19.799738526561384,HEURISTIC ESTIMATOR,uniform q-ary pivot image and the stated residual plus/minus counts,lattice_dimension,129.0,19.799738526561384,0.15348634516714252,1.1122540449303129,60.0,45.813974556889235,14.186025443110765,46.0,14.0,RANK_ONLY_REFERENCE,4.038,HEURISTIC ESTIMATOR / beta-cost proxy
64,64,97,3,"fixed_weight(+8,-8)",exact_residual_profile,19.799738526561384,HEURISTIC ESTIMATOR,uniform q-ary pivot image and the stated residual plus/minus counts,bkz_beta,60.0,19.799738526561384,0.3299956421093564,1.2570095775180299,60.0,40.0,20.0,40.0,20.0,RANK_ONLY_REFERENCE,5.79,HEURISTIC ESTIMATOR / beta-cost proxy
64,64,97,3,"fixed_weight(+8,-8)",exact_residual_profile,19.799738526561384,HEURISTIC ESTIMATOR,uniform q-ary pivot image and the stated residual plus/minus counts,sieve_dimension_proxy,50.0,19.799738526561384,0.39599477053122767,1.3158497553393087,60.0,40.0,20.0,40.0,20.0,RANK_ONLY_REFERENCE,5.79,HEURISTIC ESTIMATOR / beta-cost proxy
64,64,97,4,uniform_ternary,hard_support_selectivity,20.059801365863887,HEURISTIC ESTIMATOR,candidate residual is independent of dense H and uniform in the relevant mod-q image,lattice_dimension,129.0,20.059801365863887,0.1555023361694875,1.1138093712328891,60.0,45.5955474739809,14.4044525260191,46.0,14.0,RANK_ONLY_REFERENCE,4.038,HEURISTIC ESTIMATOR / beta-cost proxy
64,64,97,4,uniform_ternary,hard_support_selectivity,20.059801365863887,HEURISTIC ESTIMATOR,candidate residual is independent of dense H and uniform in the relevant mod-q image,bkz_beta,60.0,20.059801365863887,0.3343300227643981,1.2607917701979885,60.0,40.0,20.0,40.0,20.0,RANK_ONLY_REFERENCE,5.79,HEURISTIC ESTIMATOR / beta-cost proxy
64,64,97,4,uniform_ternary,hard_support_selectivity,20.059801365863887,HEURISTIC ESTIMATOR,candidate residual is independent of dense H and uniform in the relevant mod-q image,sieve_dimension_proxy,50.0,20.059801365863887,0.4011960273172777,1.3206022666909945,60.0,40.0,20.0,40.0,20.0,RANK_ONLY_REFERENCE,5.79,HEURISTIC ESTIMATOR / beta-cost proxy
64,64,97,4,uniform_ternary,same_second_moment_entropy_proxy,0.16965183409890683,INFORMATION_DIAGNOSTIC,same second moment only; q=97 does not turn this into an attack theorem,,,,,,,,,,,,,
64,64,97,4,cbd2,support_selectivity,17.11193898919906,INFORMATION_DIAGNOSTIC,"support-only diagnostic, not weighted CBD likelihood",,,,,,,,,,,,,
64,64,97,4,cbd2,shannon_deficit,18.277095119830246,INFORMATION_DIAGNOSTIC,coordinatewise entropy diagnostic,,,,,,,,,,,,,
64,64,97,4,cbd2,renyi2_separation,18.916783436528377,INFORMATION_DIAGNOSTIC,coordinatewise collision-entropy diagnostic,,,,,,,,,,,,,
64,64,97,4,cbd3,support_selectivity,15.170231680518095,INFORMATION_DIAGNOSTIC,"support-only diagnostic, not weighted CBD likelihood",,,,,,,,,,,,,
64,64,97,4,cbd3,shannon_deficit,17.066203229664552,INFORMATION_DIAGNOSTIC,coordinatewise entropy diagnostic,,,,,,,,,,,,,
64,64,97,4,cbd3,renyi2_separation,17.80664753441274,INFORMATION_DIAGNOSTIC,coordinatewise collision-entropy diagnostic,,,,,,,,,,,,,
64,64,97,4,"fixed_weight(+8,-8)",global_combinatorial_deficit,359.94726602472696,INFORMATION_DIAGNOSTIC,full-n exact multinomial count; not assigned wholesale to r hints,,,,,,,,,,,,,
64,64,97,4,"fixed_weight(+8,-8)",exact_residual_profile,26.39965136874851,HEURISTIC ESTIMATOR,uniform q-ary pivot image and the stated residual plus/minus counts,lattice_dimension,129.0,26.39965136874851,0.20464846022285668,1.152405507311061,60.0,40.0,20.0,40.0,20.0,RANK_ONLY_REFERENCE,5.79,HEURISTIC ESTIMATOR / beta-cost proxy
64,64,97,4,"fixed_weight(+8,-8)",exact_residual_profile,26.39965136874851,HEURISTIC ESTIMATOR,uniform q-ary pivot image and the stated residual plus/minus counts,bkz_beta,60.0,26.39965136874851,0.4399941894791419,1.356598863672138,60.0,40.0,20.0,40.0,20.0,RANK_ONLY_REFERENCE,5.79,HEURISTIC ESTIMATOR / beta-cost proxy
64,64,97,4,"fixed_weight(+8,-8)",exact_residual_profile,26.39965136874851,HEURISTIC ESTIMATOR,uniform q-ary pivot image and the stated residual plus/minus counts,sieve_dimension_proxy,50.0,26.39965136874851,0.5279930273749702,1.4419219025549748,60.0,40.0,20.0,40.0,20.0,RANK_ONLY_REFERENCE,5.79,HEURISTIC ESTIMATOR / beta-cost proxy
64,64,97,5,uniform_ternary,hard_support_selectivity,25.07475170732986,HEURISTIC ESTIMATOR,candidate residual is independent of dense H and uniform in the relevant mod-q image,lattice_dimension,129.0,25.07475170732986,0.19437792021185937,1.1442306701264289,60.0,40.60612733208448,19.393872667915517,41.0,19.0,RANK_ONLY_REFERENCE,5.498,HEURISTIC ESTIMATOR / beta-cost proxy
64,64,97,5,uniform_ternary,hard_support_selectivity,25.07475170732986,HEURISTIC ESTIMATOR,candidate residual is independent of dense H and uniform in the relevant mod-q image,bkz_beta,60.0,25.07475170732986,0.41791252845549764,1.335993073800037,60.0,40.0,20.0,40.0,20.0,RANK_ONLY_REFERENCE,5.79,HEURISTIC ESTIMATOR / beta-cost proxy
64,64,97,5,uniform_ternary,hard_support_selectivity,25.07475170732986,HEURISTIC ESTIMATOR,candidate residual is independent of dense H and uniform in the relevant mod-q image,sieve_dimension_proxy,50.0,25.07475170732986,0.5014950341465972,1.415679841375696,60.0,40.0,20.0,40.0,20.0,RANK_ONLY_REFERENCE,5.79,HEURISTIC ESTIMATOR / beta-cost proxy
64,64,97,5,uniform_ternary,same_second_moment_entropy_proxy,0.16965183409890683,INFORMATION_DIAGNOSTIC,same second moment only; q=97 does not turn this into an attack theorem,,,,,,,,,,,,,
64,64,97,5,cbd2,support_selectivity,21.389923736498826,INFORMATION_DIAGNOSTIC,"support-only diagnostic, not weighted CBD likelihood",,,,,,,,,,,,,
64,64,97,5,cbd2,shannon_deficit,22.84636889978781,INFORMATION_DIAGNOSTIC,coordinatewise entropy diagnostic,,,,,,,,,,,,,
64,64,97,5,cbd2,renyi2_separation,23.64597929566047,INFORMATION_DIAGNOSTIC,coordinatewise collision-entropy diagnostic,,,,,,,,,,,,,
64,64,97,5,cbd3,support_selectivity,18.962789600647618,INFORMATION_DIAGNOSTIC,"support-only diagnostic, not weighted CBD likelihood",,,,,,,,,,,,,
64,64,97,5,cbd3,shannon_deficit,21.33275403708069,INFORMATION_DIAGNOSTIC,coordinatewise entropy diagnostic,,,,,,,,,,,,,
64,64,97,5,cbd3,renyi2_separation,22.258309418015926,INFORMATION_DIAGNOSTIC,coordinatewise collision-entropy diagnostic,,,,,,,,,,,,,
64,64,97,5,"fixed_weight(+8,-8)",global_combinatorial_deficit,359.94726602472696,INFORMATION_DIAGNOSTIC,full-n exact multinomial count; not assigned wholesale to r hints,,,,,,,,,,,,,
64,64,97,5,"fixed_weight(+8,-8)",exact_residual_profile,28.677636116048276,HEURISTIC ESTIMATOR,uniform q-ary pivot image and the stated residual plus/minus counts,lattice_dimension,129.0,28.677636116048276,0.22230725671355253,1.166597798478103,60.0,40.0,20.0,40.0,20.0,RANK_ONLY_REFERENCE,5.79,HEURISTIC ESTIMATOR / beta-cost proxy
64,64,97,5,"fixed_weight(+8,-8)",exact_residual_profile,28.677636116048276,HEURISTIC ESTIMATOR,uniform q-ary pivot image and the stated residual plus/minus counts,bkz_beta,60.0,28.677636116048276,0.4779606019341379,1.392773445375621,60.0,40.0,20.0,40.0,20.0,RANK_ONLY_REFERENCE,5.79,HEURISTIC ESTIMATOR / beta-cost proxy
64,64,97,5,"fixed_weight(+8,-8)",exact_residual_profile,28.677636116048276,HEURISTIC ESTIMATOR,uniform q-ary pivot image and the stated residual plus/minus counts,sieve_dimension_proxy,50.0,28.677636116048276,0.5735527223209655,1.4881838031119932,60.0,40.0,20.0,40.0,20.0,RANK_ONLY_REFERENCE,5.79,HEURISTIC ESTIMATOR / beta-cost proxy
64,64,97,6,uniform_ternary,hard_support_selectivity,30.08970204879583,HEURISTIC ESTIMATOR,candidate residual is independent of dense H and uniform in the relevant mod-q image,lattice_dimension,129.0,30.08970204879583,0.23325350425423122,1.1754828611369434,60.0,40.0,20.0,40.0,20.0,RANK_ONLY_REFERENCE,5.79,HEURISTIC ESTIMATOR / beta-cost proxy
64,64,97,6,uniform_ternary,hard_support_selectivity,30.08970204879583,HEURISTIC ESTIMATOR,candidate residual is independent of dense H and uniform in the relevant mod-q image,bkz_beta,60.0,30.08970204879583,0.5014950341465971,1.415679841375696,60.0,40.0,20.0,40.0,20.0,RANK_ONLY_REFERENCE,5.79,HEURISTIC ESTIMATOR / beta-cost proxy
64,64,97,6,uniform_ternary,hard_support_selectivity,30.08970204879583,HEURISTIC ESTIMATOR,candidate residual is independent of dense H and uniform in the relevant mod-q image,sieve_dimension_proxy,50.0,30.08970204879583,0.6017940409759166,1.5176025846898407,60.0,40.0,20.0,40.0,20.0,RANK_ONLY_REFERENCE,5.79,HEURISTIC ESTIMATOR / beta-cost proxy
64,64,97,6,uniform_ternary,same_second_moment_entropy_proxy,0.16965183409890683,INFORMATION_DIAGNOSTIC,same second moment only; q=97 does not turn this into an attack theorem,,,,,,,,,,,,,
64,64,97,6,cbd2,support_selectivity,25.66790848379859,INFORMATION_DIAGNOSTIC,"support-only diagnostic, not weighted CBD likelihood",,,,,,,,,,,,,
64,64,97,6,cbd2,shannon_deficit,27.415642679745368,INFORMATION_DIAGNOSTIC,coordinatewise entropy diagnostic,,,,,,,,,,,,,
64,64,97,6,cbd2,renyi2_separation,28.375175154792565,INFORMATION_DIAGNOSTIC,coordinatewise collision-entropy diagnostic,,,,,,,,,,,,,
64,64,97,6,cbd3,support_selectivity,22.755347520777143,INFORMATION_DIAGNOSTIC,"support-only diagnostic, not weighted CBD likelihood",,,,,,,,,,,,,
64,64,97,6,cbd3,shannon_deficit,25.599304844496828,INFORMATION_DIAGNOSTIC,coordinatewise entropy diagnostic,,,,,,,,,,,,,
64,64,97,6,cbd3,renyi2_separation,26.70997130161911,INFORMATION_DIAGNOSTIC,coordinatewise collision-entropy diagnostic,,,,,,,,,,,,,
64,64,97,6,"fixed_weight(+8,-8)",global_combinatorial_deficit,359.94726602472696,INFORMATION_DIAGNOSTIC,full-n exact multinomial count; not assigned wholesale to r hints,,,,,,,,,,,,,
64,64,97,6,"fixed_weight(+8,-8)",exact_residual_profile,34.692586457514246,HEURISTIC ESTIMATOR,uniform q-ary pivot image and the stated residual plus/minus counts,lattice_dimension,129.0,34.692586457514246,0.2689347787404205,1.2049178419193958,60.0,40.0,20.0,40.0,20.0,RANK_ONLY_REFERENCE,5.79,HEURISTIC ESTIMATOR / beta-cost proxy
64,64,97,6,"fixed_weight(+8,-8)",exact_residual_profile,34.692586457514246,HEURISTIC ESTIMATOR,uniform q-ary pivot image and the stated residual plus/minus counts,bkz_beta,60.0,34.692586457514246,0.5782097742919041,1.4929954557114302,60.0,40.0,20.0,40.0,20.0,RANK_ONLY_REFERENCE,5.79,HEURISTIC ESTIMATOR / beta-cost proxy
64,64,97,6,"fixed_weight(+8,-8)",exact_residual_profile,34.692586457514246,HEURISTIC ESTIMATOR,uniform q-ary pivot image and the stated residual plus/minus counts,sieve_dimension_proxy,50.0,34.692586457514246,0.6938517291502849,1.6175964420977158,60.0,40.0,20.0,40.0,20.0,RANK_ONLY_REFERENCE,5.79,HEURISTIC ESTIMATOR / beta-cost proxy
64,64,97,7,uniform_ternary,hard_support_selectivity,35.104652390261805,HEURISTIC ESTIMATOR,candidate residual is independent of dense H and uniform in the relevant mod-q image,lattice_dimension,129.0,35.104652390261805,0.27212908829660315,1.2075886382891838,60.0,40.0,20.0,40.0,20.0,RANK_ONLY_REFERENCE,5.79,HEURISTIC ESTIMATOR / beta-cost proxy
64,64,97,7,uniform_ternary,hard_support_selectivity,35.104652390261805,HEURISTIC ESTIMATOR,candidate residual is independent of dense H and uniform in the relevant mod-q image,bkz_beta,60.0,35.104652390261805,0.5850775398376967,1.5001196133277888,60.0,40.0,20.0,40.0,20.0,RANK_ONLY_REFERENCE,5.79,HEURISTIC ESTIMATOR / beta-cost proxy
64,64,97,7,uniform_ternary,hard_support_selectivity,35.104652390261805,HEURISTIC ESTIMATOR,candidate residual is independent of dense H and uniform in the relevant mod-q image,sieve_dimension_proxy,50.0,35.104652390261805,0.7020930478052361,1.62686331877073,60.0,40.0,20.0,40.0,20.0,RANK_ONLY_REFERENCE,5.79,HEURISTIC ESTIMATOR / beta-cost proxy
64,64,97,7,uniform_ternary,same_second_moment_entropy_proxy,0.16965183409890683,INFORMATION_DIAGNOSTIC,same second moment only; q=97 does not turn this into an attack theorem,,,,,,,,,,,,,
64,64,97,7,cbd2,support_selectivity,29.945893231098356,INFORMATION_DIAGNOSTIC,"support-only diagnostic, not weighted CBD likelihood",,,,,,,,,,,,,
64,64,97,7,cbd2,shannon_deficit,31.98491645970293,INFORMATION_DIAGNOSTIC,coordinatewise entropy diagnostic,,,,,,,,,,,,,
64,64,97,7,cbd2,renyi2_separation,33.10437101392466,INFORMATION_DIAGNOSTIC,coordinatewise collision-entropy diagnostic,,,,,,,,,,,,,
64,64,97,7,cbd3,support_selectivity,26.547905440906664,INFORMATION_DIAGNOSTIC,"support-only diagnostic, not weighted CBD likelihood",,,,,,,,,,,,,
64,64,97,7,cbd3,shannon_deficit,29.865855651912966,INFORMATION_DIAGNOSTIC,coordinatewise entropy diagnostic,,,,,,,,,,,,,
64,64,97,7,cbd3,renyi2_separation,31.161633185222293,INFORMATION_DIAGNOSTIC,coordinatewise collision-entropy diagnostic,,,,,,,,,,,,,
64,64,97,7,"fixed_weight(+8,-8)",global_combinatorial_deficit,359.94726602472696,INFORMATION_DIAGNOSTIC,full-n exact multinomial count; not assigned wholesale to r hints,,,,,,,,,,,,,
64,64,97,7,"fixed_weight(+8,-8)",exact_residual_profile,40.80707247253113,HEURISTIC ESTIMATOR,uniform q-ary pivot image and the stated residual plus/minus counts,lattice_dimension,129.0,40.80707247253113,0.31633389513590027,1.2451623805157526,60.0,40.0,20.0,40.0,20.0,RANK_ONLY_REFERENCE,5.79,HEURISTIC ESTIMATOR / beta-cost proxy
64,64,97,7,"fixed_weight(+8,-8)",exact_residual_profile,40.80707247253113,HEURISTIC ESTIMATOR,uniform q-ary pivot image and the stated residual plus/minus counts,bkz_beta,60.0,40.80707247253113,0.6801178745421855,1.602270662404968,60.0,40.0,20.0,40.0,20.0,RANK_ONLY_REFERENCE,5.79,HEURISTIC ESTIMATOR / beta-cost proxy
64,64,97,7,"fixed_weight(+8,-8)",exact_residual_profile,40.80707247253113,HEURISTIC ESTIMATOR,uniform q-ary pivot image and the stated residual plus/minus counts,sieve_dimension_proxy,50.0,40.80707247253113,0.8161414494506226,1.7606906460852079,60.0,40.0,20.0,40.0,20.0,RANK_ONLY_REFERENCE,5.79,HEURISTIC ESTIMATOR / beta-cost proxy
64,64,97,8,uniform_ternary,hard_support_selectivity,40.119602731727774,HEURISTIC ESTIMATOR,candidate residual is independent of dense H and uniform in the relevant mod-q image,lattice_dimension,129.0,40.119602731727774,0.311004672338975,1.240571315446204,60.0,40.0,20.0,40.0,20.0,RANK_ONLY_REFERENCE,5.79,HEURISTIC ESTIMATOR / beta-cost proxy
64,64,97,8,uniform_ternary,hard_support_selectivity,40.119602731727774,HEURISTIC ESTIMATOR,candidate residual is independent of dense H and uniform in the relevant mod-q image,bkz_beta,60.0,40.119602731727774,0.6686600455287962,1.5895958877989773,60.0,40.0,20.0,40.0,20.0,RANK_ONLY_REFERENCE,5.79,HEURISTIC ESTIMATOR / beta-cost proxy
64,64,97,8,uniform_ternary,hard_support_selectivity,40.119602731727774,HEURISTIC ESTIMATOR,candidate residual is independent of dense H and uniform in the relevant mod-q image,sieve_dimension_proxy,50.0,40.119602731727774,0.8023920546345554,1.7439903467893925,60.0,40.0,20.0,40.0,20.0,RANK_ONLY_REFERENCE,5.79,HEURISTIC ESTIMATOR / beta-cost proxy
64,64,97,8,uniform_ternary,same_second_moment_entropy_proxy,0.16965183409890683,INFORMATION_DIAGNOSTIC,same second moment only; q=97 does not turn this into an attack theorem,,,,,,,,,,,,,
64,64,97,8,cbd2,support_selectivity,34.22387797839812,INFORMATION_DIAGNOSTIC,"support-only diagnostic, not weighted CBD likelihood",,,,,,,,,,,,,
64,64,97,8,cbd2,shannon_deficit,36.55419023966049,INFORMATION_DIAGNOSTIC,coordinatewise entropy diagnostic,,,,,,,,,,,,,
64,64,97,8,cbd2,renyi2_separation,37.83356687305675,INFORMATION_DIAGNOSTIC,coordinatewise collision-entropy diagnostic,,,,,,,,,,,,,
64,64,97,8,cbd3,support_selectivity,30.34046336103619,INFORMATION_DIAGNOSTIC,"support-only diagnostic, not weighted CBD likelihood",,,,,,,,,,,,,
64,64,97,8,cbd3,shannon_deficit,34.132406459329104,INFORMATION_DIAGNOSTIC,coordinatewise entropy diagnostic,,,,,,,,,,,,,
64,64,97,8,cbd3,renyi2_separation,35.61329506882548,INFORMATION_DIAGNOSTIC,coordinatewise collision-entropy diagnostic,,,,,,,,,,,,,
64,64,97,8,"fixed_weight(+8,-8)",global_combinatorial_deficit,359.94726602472696,INFORMATION_DIAGNOSTIC,full-n exact multinomial count; not assigned wholesale to r hints,,,,,,,,,,,,,
