n,m,q,r,prior,metric,bits,label,assumptions,model,effective_dimension,candidate_capacity_bits,delta_log2_radius,radius_ratio,baseline_beta,continuous_new_beta,predicted_delta_beta_continuous,integer_new_beta,predicted_delta_beta_integer,capacity_label,predicted_log2_work_gain,work_model_label
24,24,17,2,uniform_ternary,same_second_moment_entropy_proxy,0.16965183409890683,INFORMATION_DIAGNOSTIC,same second moment only; q=17 does not turn this into an attack theorem,,,,,,,,,,,,,
24,24,17,2,cbd2,support_selectivity,3.531069492725954,INFORMATION_DIAGNOSTIC,"support-only diagnostic, not weighted CBD likelihood",,,,,,,,,,,,,
24,24,17,2,cbd2,shannon_deficit,4.113647558041546,INFORMATION_DIAGNOSTIC,coordinatewise entropy diagnostic,,,,,,,,,,,,,
24,24,17,2,cbd2,renyi2_separation,4.433491716390611,INFORMATION_DIAGNOSTIC,coordinatewise collision-entropy diagnostic,,,,,,,,,,,,,
24,24,17,3,uniform_ternary,hard_support_selectivity,7.507501021587551,HEURISTIC ESTIMATOR,candidate residual is independent of dense H and uniform in the relevant mod-q image,lattice_dimension,49.0,7.507501021587551,0.15321430656301124,1.1120443349751599,60.0,40.0,20.0,40.0,20.0,RANK_ONLY_REFERENCE,5.79,HEURISTIC ESTIMATOR / beta-cost proxy
24,24,17,3,uniform_ternary,hard_support_selectivity,7.507501021587551,HEURISTIC ESTIMATOR,candidate residual is independent of dense H and uniform in the relevant mod-q image,bkz_beta,60.0,7.507501021587551,0.12512501702645917,1.0906022349247892,60.0,40.0,20.0,40.0,20.0,RANK_ONLY_REFERENCE,5.79,HEURISTIC ESTIMATOR / beta-cost proxy
24,24,17,3,uniform_ternary,hard_support_selectivity,7.507501021587551,HEURISTIC ESTIMATOR,candidate residual is independent of dense H and uniform in the relevant mod-q image,sieve_dimension_proxy,50.0,7.507501021587551,0.15015002043175102,1.1096848580236534,60.0,40.0,20.0,40.0,20.0,RANK_ONLY_REFERENCE,5.79,HEURISTIC ESTIMATOR / beta-cost proxy
24,24,17,3,uniform_ternary,same_second_moment_entropy_proxy,0.16965183409890683,INFORMATION_DIAGNOSTIC,same second moment only; q=17 does not turn this into an attack theorem,,,,,,,,,,,,,
24,24,17,3,cbd2,support_selectivity,5.29660423908893,INFORMATION_DIAGNOSTIC,"support-only diagnostic, not weighted CBD likelihood",,,,,,,,,,,,,
24,24,17,3,cbd2,shannon_deficit,6.1704713370623185,INFORMATION_DIAGNOSTIC,coordinatewise entropy diagnostic,,,,,,,,,,,,,
24,24,17,3,cbd2,renyi2_separation,6.650237574585916,INFORMATION_DIAGNOSTIC,coordinatewise collision-entropy diagnostic,,,,,,,,,,,,,
24,24,17,4,uniform_ternary,hard_support_selectivity,10.010001362116734,HEURISTIC ESTIMATOR,candidate residual is independent of dense H and uniform in the relevant mod-q image,lattice_dimension,49.0,10.010001362116734,0.20428574208401498,1.1521158093309614,60.0,40.0,20.0,40.0,20.0,RANK_ONLY_REFERENCE,5.79,HEURISTIC ESTIMATOR / beta-cost proxy
24,24,17,4,uniform_ternary,hard_support_selectivity,10.010001362116734,HEURISTIC ESTIMATOR,candidate residual is independent of dense H and uniform in the relevant mod-q image,bkz_beta,60.0,10.010001362116734,0.1668333560352789,1.12259174536535,60.0,40.0,20.0,40.0,20.0,RANK_ONLY_REFERENCE,5.79,HEURISTIC ESTIMATOR / beta-cost proxy
24,24,17,4,uniform_ternary,hard_support_selectivity,10.010001362116734,HEURISTIC ESTIMATOR,candidate residual is independent of dense H and uniform in the relevant mod-q image,sieve_dimension_proxy,50.0,10.010001362116734,0.20020002724233468,1.148857631134491,60.0,40.0,20.0,40.0,20.0,RANK_ONLY_REFERENCE,5.79,HEURISTIC ESTIMATOR / beta-cost proxy
24,24,17,4,uniform_ternary,same_second_moment_entropy_proxy,0.16965183409890683,INFORMATION_DIAGNOSTIC,same second moment only; q=17 does not turn this into an attack theorem,,,,,,,,,,,,,
24,24,17,4,cbd2,support_selectivity,7.062138985451908,INFORMATION_DIAGNOSTIC,"support-only diagnostic, not weighted CBD likelihood",,,,,,,,,,,,,
24,24,17,4,cbd2,shannon_deficit,8.227295116083091,INFORMATION_DIAGNOSTIC,coordinatewise entropy diagnostic,,,,,,,,,,,,,
24,24,17,4,cbd2,renyi2_separation,8.866983432781222,INFORMATION_DIAGNOSTIC,coordinatewise collision-entropy diagnostic,,,,,,,,,,,,,
24,24,31,1,uniform_ternary,hard_support_selectivity,3.3692338096657193,HEURISTIC ESTIMATOR,candidate residual is independent of dense H and uniform in the relevant mod-q image,lattice_dimension,49.0,3.3692338096657193,0.06875987366664733,1.0488147452880907,60.0,42.24990073347698,17.750099266523023,43.0,17.0,RANK_ONLY_REFERENCE,4.914,HEURISTIC ESTIMATOR / beta-cost proxy
24,24,31,1,uniform_ternary,hard_support_selectivity,3.3692338096657193,HEURISTIC ESTIMATOR,candidate residual is independent of dense H and uniform in the relevant mod-q image,bkz_beta,60.0,3.3692338096657193,0.056153896827761986,1.0396903363056353,60.0,49.02765982237965,10.972340177620353,50.0,10.0,RANK_ONLY_REFERENCE,2.87,HEURISTIC ESTIMATOR / beta-cost proxy
24,24,31,1,uniform_ternary,hard_support_selectivity,3.3692338096657193,HEURISTIC ESTIMATOR,candidate residual is independent of dense H and uniform in the relevant mod-q image,sieve_dimension_proxy,50.0,3.3692338096657193,0.06738467619331438,1.0478154764601586,60.0,43.20951381095969,16.79048618904031,44.0,16.0,RANK_ONLY_REFERENCE,4.622,HEURISTIC ESTIMATOR / beta-cost proxy
24,24,31,1,uniform_ternary,same_second_moment_entropy_proxy,0.16965183409890683,INFORMATION_DIAGNOSTIC,same second moment only; q=31 does not turn this into an attack theorem,,,,,,,,,,,,,
24,24,31,1,cbd2,support_selectivity,2.6322682154995127,INFORMATION_DIAGNOSTIC,"support-only diagnostic, not weighted CBD likelihood",,,,,,,,,,,,,
24,24,31,1,cbd2,shannon_deficit,2.9235572481573087,INFORMATION_DIAGNOSTIC,coordinatewise entropy diagnostic,,,,,,,,,,,,,
24,24,31,1,cbd2,renyi2_separation,3.0834793273318413,INFORMATION_DIAGNOSTIC,coordinatewise collision-entropy diagnostic,,,,,,,,,,,,,
24,24,31,2,uniform_ternary,hard_support_selectivity,6.738467619331439,HEURISTIC ESTIMATOR,candidate residual is independent of dense H and uniform in the relevant mod-q image,lattice_dimension,49.0,6.738467619331439,0.13751974733329467,1.1000123699337228,60.0,40.0,20.0,40.0,20.0,RANK_ONLY_REFERENCE,5.79,HEURISTIC ESTIMATOR / beta-cost proxy
24,24,31,2,uniform_ternary,hard_support_selectivity,6.738467619331439,HEURISTIC ESTIMATOR,candidate residual is independent of dense H and uniform in the relevant mod-q image,bkz_beta,60.0,6.738467619331439,0.11230779365552397,1.080955995407325,60.0,40.0,20.0,40.0,20.0,RANK_ONLY_REFERENCE,5.79,HEURISTIC ESTIMATOR / beta-cost proxy
24,24,31,2,uniform_ternary,hard_support_selectivity,6.738467619331439,HEURISTIC ESTIMATOR,candidate residual is independent of dense H and uniform in the relevant mod-q image,sieve_dimension_proxy,50.0,6.738467619331439,0.13476935238662877,1.0979172727094293,60.0,40.0,20.0,40.0,20.0,RANK_ONLY_REFERENCE,5.79,HEURISTIC ESTIMATOR / beta-cost proxy
24,24,31,2,uniform_ternary,same_second_moment_entropy_proxy,0.16965183409890683,INFORMATION_DIAGNOSTIC,same second moment only; q=31 does not turn this into an attack theorem,,,,,,,,,,,,,
24,24,31,2,cbd2,support_selectivity,5.2645364309990255,INFORMATION_DIAGNOSTIC,"support-only diagnostic, not weighted CBD likelihood",,,,,,,,,,,,,
24,24,31,2,cbd2,shannon_deficit,5.847114496314617,INFORMATION_DIAGNOSTIC,coordinatewise entropy diagnostic,,,,,,,,,,,,,
24,24,31,2,cbd2,renyi2_separation,6.1669586546636825,INFORMATION_DIAGNOSTIC,coordinatewise collision-entropy diagnostic,,,,,,,,,,,,,
24,24,31,3,uniform_ternary,hard_support_selectivity,10.107701428997158,HEURISTIC ESTIMATOR,candidate residual is independent of dense H and uniform in the relevant mod-q image,lattice_dimension,49.0,10.107701428997158,0.20627962099994201,1.1537091935857864,60.0,40.0,20.0,40.0,20.0,RANK_ONLY_REFERENCE,5.79,HEURISTIC ESTIMATOR / beta-cost proxy
24,24,31,3,uniform_ternary,hard_support_selectivity,10.107701428997158,HEURISTIC ESTIMATOR,candidate residual is independent of dense H and uniform in the relevant mod-q image,bkz_beta,60.0,10.107701428997158,0.16846169048328596,1.1238595023966345,60.0,40.0,20.0,40.0,20.0,RANK_ONLY_REFERENCE,5.79,HEURISTIC ESTIMATOR / beta-cost proxy
24,24,31,3,uniform_ternary,hard_support_selectivity,10.107701428997158,HEURISTIC ESTIMATOR,candidate residual is independent of dense H and uniform in the relevant mod-q image,sieve_dimension_proxy,50.0,10.107701428997158,0.20215402857994316,1.1504147102178686,60.0,40.0,20.0,40.0,20.0,RANK_ONLY_REFERENCE,5.79,HEURISTIC ESTIMATOR / beta-cost proxy
24,24,31,3,uniform_ternary,same_second_moment_entropy_proxy,0.16965183409890683,INFORMATION_DIAGNOSTIC,same second moment only; q=31 does not turn this into an attack theorem,,,,,,,,,,,,,
24,24,31,3,cbd2,support_selectivity,7.896804646498538,INFORMATION_DIAGNOSTIC,"support-only diagnostic, not weighted CBD likelihood",,,,,,,,,,,,,
24,24,31,3,cbd2,shannon_deficit,8.770671744471926,INFORMATION_DIAGNOSTIC,coordinatewise entropy diagnostic,,,,,,,,,,,,,
24,24,31,3,cbd2,renyi2_separation,9.250437981995525,INFORMATION_DIAGNOSTIC,coordinatewise collision-entropy diagnostic,,,,,,,,,,,,,
24,24,31,4,uniform_ternary,hard_support_selectivity,13.476935238662877,HEURISTIC ESTIMATOR,candidate residual is independent of dense H and uniform in the relevant mod-q image,lattice_dimension,49.0,13.476935238662877,0.27503949466658933,1.2100272140072053,60.0,40.0,20.0,40.0,20.0,RANK_ONLY_REFERENCE,5.79,HEURISTIC ESTIMATOR / beta-cost proxy
24,24,31,4,uniform_ternary,hard_support_selectivity,13.476935238662877,HEURISTIC ESTIMATOR,candidate residual is independent of dense H and uniform in the relevant mod-q image,bkz_beta,60.0,13.476935238662877,0.22461558731104794,1.1684658640070407,60.0,40.0,20.0,40.0,20.0,RANK_ONLY_REFERENCE,5.79,HEURISTIC ESTIMATOR / beta-cost proxy
24,24,31,4,uniform_ternary,hard_support_selectivity,13.476935238662877,HEURISTIC ESTIMATOR,candidate residual is independent of dense H and uniform in the relevant mod-q image,sieve_dimension_proxy,50.0,13.476935238662877,0.26953870477325753,1.2054223377137114,60.0,40.0,20.0,40.0,20.0,RANK_ONLY_REFERENCE,5.79,HEURISTIC ESTIMATOR / beta-cost proxy
24,24,31,4,uniform_ternary,same_second_moment_entropy_proxy,0.16965183409890683,INFORMATION_DIAGNOSTIC,same second moment only; q=31 does not turn this into an attack theorem,,,,,,,,,,,,,
24,24,31,4,cbd2,support_selectivity,10.529072861998051,INFORMATION_DIAGNOSTIC,"support-only diagnostic, not weighted CBD likelihood",,,,,,,,,,,,,
24,24,31,4,cbd2,shannon_deficit,11.694228992629235,INFORMATION_DIAGNOSTIC,coordinatewise entropy diagnostic,,,,,,,,,,,,,
24,24,31,4,cbd2,renyi2_separation,12.333917309327365,INFORMATION_DIAGNOSTIC,coordinatewise collision-entropy diagnostic,,,,,,,,,,,,,
